Name,Country_of_Operator,Operator_Owner,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Date_of_Launch,Anticipated_Lifetime,Contractor,Country_of_Contractor,Launch_Site,Launch_Vehicle,Source_Used_for_Orbital_Data,longitude_radians_of_geo,Inclination_radians
STSat-2C,South Korea,Korea Aerospace Research Institute (KARI),Government,Technology Development,LEO,NaN,298,1482,0.08154,102.77,93,NaN,160,41304,2,Korea Advanced Institute of Science and Technology (KAIST),South Korea,Naro Space Center,Naro-1,SC - ASCR,NaN,1.401150324
STSat-3,South Korea,Korea Aerospace Research Institute (KARI),Government,Technology Development,LEO,NaN,593,626,0.00236,96.88,150,NaN,275,41599,2,Korea Advanced Institute of Science and Technology (KAIST),South Korea,Dombarovsky Launch Facility,Dnepr,SC - ASCR,NaN,1.707106541
"STSS ATRR (Space Tracking and Surveillance System Advanced Technology Risk Reduction Satellite, USA 205)",USA,Missile Defense Agency (MDA),Military,Technology Development,LEO,Sun-Synchronous,867,879,0.00083,102.41,NaN,NaN,NaN,39938,NaN,Northrop Grumman,USA,Vandenberg AFB,Delta 2,SC - ASCR,NaN,1.726654229
STSS Demo-1 (Space Tracking and Surveillance System Demonstrator),USA,Missile Defense Agency (MDA),Military,Technology Development,LEO,NaN,1347,1352,0.00032,112.68,2240,1100,NaN,40081,0.5,Northrop Grumman,USA,Cape Canaveral,Delta 2,SC - ASCR,NaN,1.012290966
STSS Demo-2 (Space Tracking and Surveillance System Demonstrator),USA,Missile Defense Agency (MDA),Military,Technology Development,LEO,NaN,1339,1351,0.00078,112.58,2240,1100,NaN,40081,0.5,Northrop Grumman,USA,Cape Canaveral,Delta 2,SC - ASCR,NaN,1.012290966
STUDSat (Student Satellite),India,TeamStudSat - Nitte Meenakshi Institute of Technology (ground station),Civil,Technology Development,LEO,Sun-Synchronous,614,634,0.00143,97.2,0.85,NaN,NaN,40371,0.5,Indian Space Research Organization (ISRO)/seven academic institutions,India,Sriharikota Launch Station,NaN,www.satellitedebris.net 12/12,NaN,1.710422667
Superbird 7 (Superbird C2),Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,NaN,35778,35794,0.00019,1436.1,5000,NaN,NaN,39674,15,Mitsubishi Electric Corporation,Japan,Guiana Space Center,Ariane 5 ECA,JM/12_08,2.509259866,0.002094395
Superbird-B2 (Superbird 4),Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,NaN,35779,35793,0.00017,1436.09,4051,2160,5400,36574,10,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L,JM/12_08,2.827956987,0.000174533
Superbird-C,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,NaN,35781,35792,0.00013,1436.12,3130,2500,4600,35639,10,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2 AS,JM/12_08,2.512750524,0.000174533
Suzaku (Astro E2),Japan/USA,Japan Aerospace Exploration Agency (JAXA)/NASA,Government,Astrophysics,LEO,Intermediate,548,558,0.00072,95.7,1600,NaN,500,38543,5,NaN,Japan,Uchinoura Space Center,M5,www.satellitedebris.net 12/12,NaN,0.548033385
SWARM-A,ESA,European Space Agency (ESA),Government,Earth Science,LEO,Polar,473,476,0.00022,93.9,468,369,608,41600,4,Astrium,France,Plesetsk Cosmodrome,Rokot,ZARYA,NaN,1.523672437
SWARM-B,ESA,European Space Agency (ESA),Government,Earth Science,LEO,Polar,473,476,0.00022,93.9,468,369,608,41600,4,Astrium,France,Plesetsk Cosmodrome,Rokot,ZARYA,NaN,1.523672437
SWARM-C,ESA,European Space Agency (ESA),Government,Earth Science,LEO,Polar,486,496,0.00073,94,468,369,608,41600,4,Astrium,France,Plesetsk Cosmodrome,Rokot,ZARYA,NaN,1.527163095
Swift,USA/United Kingdom/Italy,Goddard Space Flight Center/Penn State University,Government/Civil,Astrophysics,LEO,Intermediate,571,590,0.00137,96.3,1463,NaN,1040,38311,7,Spectrum Astro (General Dynamics),USA,Cape Canaveral,Delta 7320,www.satellitedebris.net 12/12,NaN,0.359537826
SwissCube,Switzerland,Ecole Polytechnique Fdrale de Lausanne (EPFL),Civil,Technology Development,LEO,Sun-Synchronous,710,720,0.00071,99.1,1,NaN,NaN,40079,0.75,Ecole Polytechnique Fdrale de Lausanne (EPFL),Switzerland,Sriharikota Launch Station,PSLV,www.satellitedebris.net 12/12,NaN,1.715658655
Syracuse 3A (Systeme de Radio Communications Utilisant un Satellite),France,Defense Ministry,Military,Communications,GEO,NaN,35778,35792,0.00017,1436.06,3725,1650,5640,38638,12,Alcatel Alenia Space,France/Italy,Guiana Space Center,Ariane 5,JM/12_08,0.821177413,0
Syracuse 3B (Systeme de Radio Communications Utilisant un Satellite),France,Defense Ministry,Military,Communications,GEO,NaN,35772,35801,0.00034,1436.09,3750,1658,NaN,38940,12,Alcatel Alenia Space,France/Italy,Guiana Space Center,Ariane 5,JM/12_08,-0.090233522,0.000523599
TacSat 4,USA,Naval Research Laboratory,Military,Technology Development,Elliptical,NaN,658,11836,0.44297,235.16,450,NaN,1000,40813,NaN,Naval Research Laboratory/Johns Hopkins University Applied Physics Laboratory,USA,Kodiak Launch Complex,Minotaur 4,NaN,NaN,1.110727536
TacSat 6,USA,Operational Responsive Space (ORS) Office,Military,Technology Development,LEO,NaN,443,886,0.03149,98,NaN,NaN,NaN,NaN,NaN,Air Force Research Laboratory (AFRL),USA,Vandenberg AFB,Atlas 5,ZARYA estimated,NaN,2.09963109
TanDEM-X (TerraSAR-X add-on for Digital Elevation Measurement),Germany,German Aerospace Center (DLR)/Astrium,Government,Earth Observation,LEO,Sun-Synchronous,507,510,0.00022,94.8,1350,NaN,NaN,40350,5,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Dnepr,www.satellitedebris.net 12/12,NaN,1.699950691
"Tango (part of Cluster quartet, Cluster 2 FM8)",ESA,European Space Agency (and 250 international scientific investigators),Government,Space Physics,Elliptical,Deep Highly Eccentric,17313,120961,0.68635,3442,1200,478,220,36747,4,Dornier Systems (Astrium) and 35 subcontractors,International,Baikonur Cosmodrome,Soyuz,JMSatcat304,NaN,1.583013632
"TDRS-10 (Tracking and Data Relay Satellite, TDRS-J)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,GEO,NaN,35768,35802,4.00E-004,1436.04,3180,1600,2300,37594,11,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2A,JM/12_08,-0.71122167,0.0286234
"TDRS-11 (Tracking and Data Relay Satellite, TDRS K)",USA,National Aeronautics and Space Administration (NASA)/Goddard Space Flight Center,Government,Communications,GEO,NaN,35732,35844,0.00133,1436.18,3454,1600,2300,41305,15,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,SC - ASCR,-2.984513021,0.122173048
"TDRS-12 (Tracking and Data Relay Satellite, TDRS L)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,GEO,NaN,35780,35785,6.00E-005,1435.88,3454,1600,3500,41662,15,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,SC - ASCR,NaN,0.121998515
"TDRS-3 (Tracking and Data Relay Satellite, TDRS-C)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,GEO,NaN,35693,35878,0.00219,1436.06,3180,1600,1800,32415,10,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 26),JM/12_08,1.473232422,0.201236463
"TDRS-5 (Tracking and Data Relay Satellite, TDRS-E)",USA,SES Americom (SES [Socit Europenne des Satellites (SES)]),Government/Commercial,Communications,GEO,NaN,35773,35796,0.00027,1436.99,3180,1600,1800,33452,10,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 43),JM/12_08,-2.917143312,0.16406095
"TDRS-6 (Tracking and Data Relay Satellite, TDRS-F)",USA,NASA/SES Americom (SES [Socit Europenne des Satellites (SES)]),Government/Commercial,Communications,GEO,NaN,35773,35787,0.00017,1435.7,3180,1600,1800,33982,10,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 54),JM/12_08,-2.990621673,0.152541777
"TDRS-7 (Tracking and Data Relay Satellite, TDRS-G)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,GEO,NaN,35767,35803,0.00043,1436.04,3180,1600,1800,34893,10,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 70),JM/12_08,-2.627244123,0.185004901
"TDRS-8 (Tracking and Data Relay Satellite, TDRS-H)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,GEO,NaN,35768,35808,0.00047,1436.2,3180,1600,2300,36707,11,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2A,JM/12_08,1.549154244,0.015707963
"TDRS-9 (Tracking and Data Relay Satellite, TDRS-I)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,GEO,NaN,35768,35809,0.00049,1436.11,3180,1600,2300,37323,11,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2A,JM/12_08,-1.089609052,0.000349066
TecSAR (Polaris),Israel,Defense Ministry,Military,Reconnaissance,LEO,NaN,405,580,0.01275,94.5,300,260,NaN,39468,NaN,Israel Aerospace Industries (IAI),Israel,Sriharikota Launch Station,PSLV C10,NaN,NaN,0.716108592
Telkom 1,Indonesia,PT Telkomunikasi,Commercial,Communications,GEO,NaN,35778,35796,0.00021,1436.13,2763,1700,4000,36384,15,Lockheed Martin Missiles and Space,USA,Guiana Space Center,Ariane 44P,JM/12_08,1.885130125,0.000349066
Telkom 2,Indonesia,PT Telkomunikasi,Commercial,Communications,GEO,NaN,35781,35793,0.00014,1436.1,1930,899,NaN,38672,15,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,JM/12_08,2.059837583,0.000698132
Telstar 11N,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,GEO,NaN,35774,35801,0.00032,1436.13,4010,NaN,NaN,39870,15,Space Systems/Loral,USA,Sea Launch (Odyssey),Zenit 3SLB,SC - ASCR,-0.646644488,0.000698132
Telstar 12 (Orion 2),Multinational,Eutelsat -- leased from Loral Skynet Satellite Services (Loral Global Alliance),Commercial,Communications,GEO,NaN,35773,35799,0.00031,1436.09,3878,1900,10600,36452,13,Space Systems/Loral,USA,Guiana Space Center,Ariane 44LP,JM/12_08,-0.261624855,0.000872665
Telstar 14R (Estrela do Sul 2),Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,GEO,NaN,35783,35791,9.00E-005,1436.1,4970,2150,12000,40683,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton,SC - ASCR,-1.099557429,0.000349066
Telstar 18 (Apstar 5),Multinational,Loral Skynet Satellite Services (Loral Global Alliance)/APT Satellite Holdings Ltd.,Commercial,Communications,GEO,NaN,35778,35795,2.00E-004,1436.1,4640,2500,16000,38167,13,Space Systems/Loral,USA,Sea Launch (Odyssey),Zenit 3SL,JM/12_08,2.409252499,0.000174533
TerraSAR-XÊ1 (Terra Synthetic Aperture Radar X-Band),Germany,German Aerospace Center (DLR)/Infoterra,Government/Commercial,Remote Sensing,LEO,NaN,507,509,0.00015,94.8,1230,NaN,NaN,39248,5,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Dnepr,www.satellitedebris.net 12/12,NaN,1.701696021
TerraStar 1,USA,TerraStar Corporation,Commercial,Communications,GEO,NaN,35783,35791,9.00E-005,1436.11,6910,NaN,NaN,39995,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,SC - ASCR,-1.93731547,0.103672558
TES (Technology Experiment Satellite),India,Indian Space Research Organization,Government/Military,Remote Sensing/Reconnaissance,LEO,NaN,529,598,0.00498,95.9,1108,NaN,NaN,37186,3,ISRO Satellite Center,India,Sriharikota Launch Station,PSLV C3,www.satellitedebris.net 12/12,NaN,1.706932008
"TET-1 (Technologieerprobungstrger 1, Technology Experiment Carrier)",Germany,German Aerospace Center,Commercial,Technology Development,LEO,Sun-Synchronous,501,505,0.00029,94.7,120,NaN,20,41112,1,Kayser-Threde GmbH,Germany,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,NaN,1.701696021
"Thaicom-4 (Ipstar 1, Measat 5)",Thailand,Thaicom Public Company Ltd.,Commercial,Communications,GEO,NaN,35775,35798,0.00027,1436.1,6505,NaN,14000,38575,12,Space Systems/Loral,USA,Guiana Space Center,Ariane 5G,JM/12_08,2.085668456,0
Thaicom-5,Thailand,Thaicom Public Company Ltd.,Commercial,Communications,GEO,NaN,35777,35796,0.00023,1436.1,2800,1220,5000,38864,12,Alcatel Alenia Space,France,Guiana Space Center,Ariane 5 ECA,JM/12_08,1.370781595,0.000698132
Thaicom-6,Thailand,Thaicom Public Company Ltd.,Commercial,Communications,GEO,NaN,35786,35796,0.00012,1436.3,3325,NaN,NaN,41645,15,Orbital Sciences Corp.,USA,Cape Canaveral,Falcon 9,SC - ASCR,1.370083463,0.000872665
THEMIS A (Time History of Events and Macroscale Interactions during Substorms),Multinational,"NASA/University of California, Berkeley (in partnership with Germany, France, Austria, Canada)",Government/Civil,Space Physics,Elliptical,NaN,461,87304,0.86407,1868.98,126,77,40,39130,2,Swales Aerospace,USA,Cape Canaveral,Delta 2,SC - ASCR,NaN,0.274016693
THEMIS D (Time History of Events and Macroscale Interactions during Substorms),Multinational,"NASA/University of California, Berkeley (in partnership with Germany, France, Austria, Canada)",Government/Civil,Space Physics,Elliptical,NaN,467,87260,0.8639,1867.91,126,77,40,39130,2,Swales Aerospace,USA,Cape Canaveral,Delta 2,SC - ASCR,NaN,0.274016693
THEMIS E (Time History of Events and Macroscale Interactions during Substorms),Multinational,"NASA/University of California, Berkeley (in partnership with Germany, France, Austria, Canada)",Government/Civil,Space Physics,Elliptical,NaN,474,87526,0.86413,1875.53,126,77,40,39130,2,Swales Aerospace,USA,Cape Canaveral,Delta 2,SC - ASCR,NaN,0.274016693
THEOS (Thailand Earth Observation System),Thailand,Geo-Informatics and Space Technology Development Agency (GISTDA),Government,Earth Observation,LEO,Sun-Synchronous,824,826,0.00014,101.4,750,670,840,39722,5,EADS Astrium,France,Dombarovsky Launch Facility,Dnepr,www.satellitedebris.net 12/12,NaN,1.722639972
Thor-3,Norway,Telenor Satellite Broadcasting,Commercial,Communications,GEO,NaN,35777,35795,0.00021,1436.07,1400,646,1400,35956,12,Boeing Satellite Systems,USA,Cape Canaveral,Delta 2,JM/12_08,-0.06981317,0.00122173
Thor-5 (Thor 2R),Norway,Telenor Satellite Broadcasting,Commercial,Communications,GEO,NaN,35773,35798,3.00E-004,1436.1,2024,NaN,NaN,39489,15,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Proton M,JM/12_08,-0.012566371,0.000174533
Thor-6,Norway,Telenor Satellite Broadcasting,Commercial,Communications,GEO,NaN,35779,35794,0.00018,1436.1,3050,NaN,5900,40115,15,Thales Alenia Space,France/Italy,Guiana Space Center,Ariane 5,JM/12_09,-0.017453293,0.000349066
Thuraya 2,United Arab Emirates,Thuraya Satellite Communications,Commercial,Communications,GEO,NaN,35764,35807,0.00051,1436.07,5250,3200,11000,37782,12,Hughes Space and Communications Group,USA,Sea Launch (Odyssey),Zenit 3SL,JM/12_08,0.770213799,0.052185345
Thuraya 3,United Arab Emirates,Thuraya Satellite Communications,Commercial,Communications,GEO,NaN,35766,35807,0.00049,1436.1,5180,NaN,NaN,39462,12,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3SL,JM/12_08,1.720894642,0.101927228
Tian Xun-1 (TX-1),China (PR),NanjingÊUniversityÊofÊAeronauticsÊandÊAstronautics,Civil,Technology Development,LEO,NaN,464,475,8.00E-004,94,35,NaN,NaN,40856,NaN,NanjingÊUniversityÊofÊAeronauticsÊandÊAstronautics,China (PR),Taiyuan Launch Center,Long March 4B,www.satellitedebris.net 12/12,NaN,1.699950691
Tiangong-1 (TG-1),China (PR),Beijing Aerospace Flight Control Center,Government,Technology Development,LEO,NaN,360,361,7.00E-005,91.8,8506,NaN,NaN,40815,2,NaN,China (PR),Jiuquan Satellite Launch Center,Long March 2F,www.satellitedebris.net 12/12,NaN,0.74700092
Tianhui 1-01,China (PR),China Aerospace Science and Technology Corporation (CASTC),Government,Earth Observation,LEO,NaN,488,504,0.00117,94.5,2500,NaN,NaN,40414,NaN,DFHÊSatelliteÊCo.ÊLtd.,China (PR),Jiuquan Satellite Launch Center,Long March 2D,www.satellitedebris.net 12/12,NaN,1.699950691
Tianhui 1-02,China (PR),China Aerospace Science and Technology Corporation (CASTC),Government,Earth Observation,LEO,NaN,485,505,0.00146,94.5,2500,NaN,NaN,41035,NaN,DFH Satellite Co. Ltd.,China (PR),Jiuquan Satellite Launch Center,Long March 2D,www.satellitedebris.net 12/12,NaN,1.699950691
"TianLian 1 (TL-1-01, CTDRS)",China (PR),Chinese Academy of Space Technology (CAST),Government,Communications,GEO,NaN,35769,35813,0.00052,1436.08,3750,NaN,NaN,39563,NaN,Chinese Academy of Space Technology (CAST),China (PR),Xichang Satellite Launch Center,Long March 3C,JM/12_08,1.345299787,0.001047198
"TianLian 2 (TL-1-02, CTDRS)",China (PR),Chinese Academy of Space Technology (CAST),Government,Communications,GEO,NaN,37778,37794,0.00018,1436.1,2250,NaN,NaN,40735,NaN,Chinese Academy of Space Technology (CAST),China (PR),Xichang Satellite Launch Center,Long March 3C,SC - ASCR,3.084345854,0.017453293
"TianLian 3 (TL-1-03, CTDRS)",China (PR),Chinese Academy of Space Technology (CAST),Government,Communications,GEO,NaN,35768,35802,4.00E-004,1436,2200,NaN,NaN,41115,NaN,Chinese Academy of Space Technology (CAST),China (PR),Xichang Satellite Launch Center,Long March 3C,JM/8_12,0.294262512,0.035604717
Tiantuo 1,China (PR),National University of Defense Technology,Government,Technology Development,LEO,Sun-Synchronous,456,459,0.00022,93.7,9.3,NaN,NaN,41039,NaN,National University of Defense Technology,China (PR),Taiyuan Launch Center,Long March 4B,www.satellitedebris.net 12/12,NaN,1.698205362
TIMED (Thermosphere ¥ Ionosphere ¥ Mesosphere ¥ Energetics and Dynamics),USA,"NASA/Applied Physics Laboratory, Johns Hopkins",Government/Civil,Astrophysics,LEO,Intermediate,612,613,7.00E-005,97,587,NaN,406,37232,2,"Applied Physics Laboratory, Johns Hopkins",USA,Vandenberg AFB,Delta 2,www.spacedebris.net 12/12,NaN,1.293288976
TISat-1 (Ticano Satellite),Switzerland,Scuola Universitaria Professionale della Svizzera Italiana - Dipartimento Tecnologie Innovative,Civil,Technology Development,LEO,Sun-Synchronous,611,631,0.00143,97.1,1,NaN,NaN,40371,NaN,Scuola Universitaria Professionale della Svizzera Italiana - Dipartimento Tecnologie Innovative,Switzerland,Sriharikota Launch Station,PSLV,www.spacedebris.net 12/12,NaN,1.710422667
TKSat-1 (Tpac Katari Satellite 1),Bolivia,Bolivia Aerospace Bureau,Government,Communications,GEO,NaN,35773,35799,0.00031,1436.07,5000,NaN,NaN,41628,NaN,Chinese Academy of Space Technology (CAST),China (PR),Xichang Satellite Launch Center,Long March 3B,SC - ASCR,-1.521927108,0.004712389
Topsat,United Kingdom,Ministry of Defence/British National Space Centre,Government,Earth Observation/Technology Development,LEO,Sun-Synchronous,681,704,0.00163,98.6,120,NaN,NaN,38652,NaN,QinetiQ/Surrey Satellite Technology Ltd.,United Kingdom,Plesetsk Cosmodrome,Kosmos 3M,www.spacedebris.net 12/12,NaN,1.708677338
Triton-1,Netherlands,ISIS - Innovative Solutions In Space B.V.,Commercial,Technology Development,LEO,Sun-Synchronous,594,764,0.01206,98.1,2.5,NaN,2,41599,NaN,ISIS - Innovative Solutions In Space B.V.,Netherlands,Dombarovsky Launch Facility,Dnepr,ZARYA,NaN,1.705186679
TRMM (Tropical Rainfall Measuring Mission),Japan/USA,National Space Development Agency(NASA)/Japan Aerospace Exploration Agency (JAXA),Government,Earth Observation,LEO,Intermediate,400,400,0,92.6,3820,NaN,850,35761,3,NASA/Goddard Space Flight Center,USA,Tanegashima Space Center,H2,www.spacedebris.net 12/12,NaN,0.610865238
"Trumpet 3 (NROL-4, National Reconnaissance Office Launch-4, USA 136)",USA,National Reconnaissance Office (NRO)/USAF,Military,Electronic Surveillance,Elliptical,Molniya,1210,38740,0.71228,709.61,8000,NaN,NaN,35742,NaN,Boeing Satellite Systems,USA,Cape Canaveral,Titan IVA,JMSatcat304,NaN,1.129228026
Tselina-2 (Cosmos 2428),Russia,Ministry of Defense,Military,Electronic Surveillance,LEO,Intermediate,844,858,0.00097,102,3200,NaN,NaN,39262,NaN,KB Yuznoye,Ukraine,Baikonur Cosmodrome,Zenit 2M,www.spacedebris.net 12/12,NaN,1.239183769
"TUGSat-1ÊÊ(Technische Universitt Graz Satellit, CanX-3b, BRITE-Austria)",Austria,Technical University of Graz,Civil,Technology Development,LEO,Sun-Synchronous,770,784,0.00098,100.3,14,7,5.4,41330,NaN,University of Toronto Institute for Aerospace Studies (UTIAS),Canada,Satish Dhawan Space Center,PSLV,SC  - ASCR,NaN,1.720894642
Turksat 3A,Turkey,Turksat,Commercial,Communications,GEO,NaN,35778,35793,0.00018,1436.06,3100,1272,8100,39611,NaN,Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA,JM/12_08,0.733736418,0.000174533
"UFO-10 (USA 146, UHF F/O F10) ""UHF Follow-On""",USA,US Navy,Military,Communications,GEO,NaN,35738,35834,0.00114,1436.1,3200,1540,3800,36488,4,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,JM/12_08,1.268330767,0.034382986
"UFO-11  (USA 174) ""UHF Follow-On""",USA,US Navy,Military,Communications,GEO,NaN,35786,35787,1.00E-005,1436.1,3200,1545,2800,37973,4,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 3,JM/12_08,1.246863218,0.037699112
"UFO-2 (USA 95) ""UHF Follow-On""",USA,US Navy,Military,Communications,GEO,NaN,35766,35807,0.00049,1436.12,3200,1545,2800,34215,NaN,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,JM/1_12,0.502480292,0.144338729
"UFO-4 (USA 108, UFO F4 EHF) ""UHF Follow-On""",USA,US Navy,Military,Communications,GEO,NaN,35763,35775,0.00014,1435.22,3200,1545,2800,34728,4,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,JM/12_08,-3.091327171,0.058293997
"UFO-6 (USA 114, UFO F6 EHF) ""UHF Follow-On""",USA,US Navy,Military,Communications,GEO,NaN,35744,35829,0.00101,1436.12,3200,1545,2800,34994,4,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,JM/12_08,-1.841322361,0.071733032
"UFO-7 (USA 127, F7 EHF) ""UHF Follow-On""",USA,US Navy,Military,Communications,GEO,NaN,35738,35835,0.00115,1436.11,3200,1545,2800,35271,4,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,JM/12_08,-0.382401639,0.066147979
"UFO-8 (USA 138, UHF F/O F8) ""UHF Follow-On""",USA,US Navy,Military,Communications,GEO,NaN,35772,35794,0.00026,1435.94,3206,1545,3800,35870,4,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2,JM/12_08,3.006853235,0.091455253
"UK-DMC-2 (BNSCSat-2, British National Science Center Satellite 2)",United Kingdom,UK/DMC International Imaging (DMCII),Government,Earth Observation,LEO,Sun-Synchronous,660,662,0.00014,98,96.5,NaN,NaN,40023,5,Surrey Satellite Technology Ltd. (SSTL),United Kingdom,Baikonur Cosmodrome,Dnepr,www.spacedebris.net 12/12,NaN,1.710422667
Unisat-3 (University Satellite 3),Italy,La Sapienza University of Rome,Civil,Scientific Research,LEO,Sun-Synchronous,696,795,0.00696,99.7,12,12,NaN,38167,NaN,La Sapienza University of Rome,Italy,Baikonur Cosmodrome,Dnepr 1,www.spacedebris.net 12/12,NaN,1.712167996
Unisat-5 (University Satellite 5),Italy,La Sapienza University of Rome,Civil,Scientific Research,LEO,Sun-Synchronous,504,640,0.0098,97,12,NaN,NaN,41599,NaN,La Sapienza University of Rome,Italy,Dombarovsky Launch Facility,Dnepr,ZARYA,NaN,1.706932008
US-KMO Oko 8 (Cosmos 2479),Russia,Ministry of Defense,Military,Early Warning,GEO,NaN,35696,35904,0.00247,1436.39,2400,1250,2600,40998,NaN,NPO Lovochkin,Russia,Baikonur Cosmodrome,Proton K,ZARYA,2.897246558,0.039444441
US-KS Oko 87 (Cosmos-2422),Russia,Ministry of Defense,Military,Early Warning,Elliptical,Molniya,542,39807,0.73961,717.66,2400,1250,NaN,38919,NaN,NPO Lovochkin,Russia,Plesetsk Cosmodrome,Molniya M,SC - ASCR,NaN,1.09606677
US-KS Oko 89 (Cosmos 2446),Russia,Ministry of Defense,Military,Early Warning,Elliptical,Molniya,667,39697,0.73497,717.9,2400,1250,NaN,39784,NaN,NPO Lovochkin,Russia,Plesetsk Cosmodrome,Molniya M,SC - ASCR 1/09,NaN,1.09606677
US-KS Oko 90 (Cosmos 2469),Russia,Ministry of Defense,Military,Early Warning,Elliptical,Molniya,563,39128,0.73554,704.3,2400,1250,NaN,40451,NaN,NPO Lovochkin,Russia,Plesetsk Cosmodrome,Molniya M,SC - ASCR,NaN,1.095892237
UWE-3 (University of Wrzburg Experimental Satellite 3),Germany,University of Wrzburg,Civil,Communications,LEO,NaN,593,700,0.00762,97.6,1,NaN,NaN,41599,NaN,University of Wrzburg,Germany,Dombarovsky Launch Facility,Dnepr,ZARYA,NaN,1.706932008
"Van Allen Probe A (RBSP-A, Radiation Belt Storm Probes)",USA,NASA/Johns Hopkins University Applied Physics Laboratory,Government,Earth Science,Elliptical,NaN,591,30534,0.68262,539.06,647.6,NaN,NaN,41151,NaN,Johns Hopkins University Applied Physics Laboratory,USA,Cape Canaveral,Atlas 5,SC - ASCR,NaN,0.175056524
"Van Allen Probe B (RBSP-B, Radiation Belt Storm Probes)",USA,NASA/Johns Hopkins University Applied Physics Laboratory,Government,Earth Science,Elliptical,NaN,595,30657,0.68335,541.4,666,NaN,NaN,41151,NaN,Johns Hopkins University Applied Physics Laboratory,USA,Cape Canaveral,Atlas 5,SC - ASCR,NaN,0.175231057
Velox P2,Singapore,Nanyang Technological University,Civil,Technology Development,LEO,NaN,594,699,0.00748,97.6,1,NaN,NaN,41599,NaN,Nanyang Technological University,Singapore,Dombarovsky Launch Facility,Dnepr,ZARYA,NaN,1.706932008
